광역지역,세부지역,관광지명,링크,설명,분류
경상남도,상주시,동의본가,https://data.visitkorea.or.kr/page/2679832,"경남 산청군 동의보감촌 내에 위치한 동의본가는 한방 체험을 겸한 한의원이다. 지리산 자락에 안긴 산청군은 예로부터 효능 좋은 약초 산지로 유명하다. 이를 알리고자 허준의 의서 <동의보감>을 주제로 한 한방 테마파크 ‘동의보감촌’을 만들었다. 동의본가는 동의보감촌 서쪽에 위치해 한방을 주제로 한 완벽한 여행 코스가 된다. 동의본가 내에 한의사가 상주하는 한의원이 있어 진맥을 받아볼 수 있다. 다채로운 한방 체험 프로그램은 동의본가만의 자랑이다. 한방 치약, 공진단, 향기 주머니 만들기는 아이도 쉽게 따라 한다. <동의보감>의 대표 처방인 십전대보탕과 쌍화탕을 옛날 방식으로 약첩에 싸는 체험도 있다. 한의사가 몸 상태에 맞게 처방하면 약장에서 직접 한약재를 꺼내 옛날 방식대로 약첩을 접는 체험이다. 기본 3첩을 제공한다. 온돌방에 누워 배꼽에 쑥과 황토로 만든 뜸을 놓는 배꼽 왕뜸 체험은 어르신에게 인기다.",Leisure
지역 미상,의성시,신라불교초전지,https://data.visitkorea.or.kr/page/2679990,"600년 전 고구려 승려 아도가 신라에 처음으로 불교를 전한 곳에 신라불교초전지가 조성되었다. 신라의 불교 역사를 재현한 배움과 체험, 쉼이 어우러진 복합역사문화공간이다. 앞으로는 낙동강이 흐르고, 뒤로는 청화산과 냉산이 감싸는 대지 3만 6916㎡(1만 1167평)에 신라불교초전기념관, 전시가옥, 사찰음식체험관, 전통가옥체험관 등이 알차게 들어서 있다. 한옥 체험을 할 수 있는 전통가옥체험관에는 팔작지붕 또는 맞배지붕을 인 여섯 동의 한옥이 마련되어 있다. 각각의 한옥은 담장을 경계로 저마다 독립적인 마당을 보유하고 있어 널찍한 느낌을 준다. 마당 한편에는 가지와 고추, 방풍나물, 깻잎, 상추 등이 심어져 있어 숙박객이라면 누구나 가져갈 수 있다. 출입문을 열고 들어서면 전통적인 모습의 외관과 달리 현대적인 시설을 갖춘 실내가 반긴다. 객실에 주방과 화장실을 설치해 편의성을 높였다. 숙박동의 유일한 ㄱ 자형 한옥인 견성관은 누마루를 놓아 한옥 특유의 고즈넉한 감성도 놓치지 않았다. 누마루에 앉아 냉산을 바라보면, 그 옛날 아도가 냉산에 도리사를 창건한 이유를 짐작할 수 있을 것만 같다. 신라불교초전기념관에서는 스토리텔링 형식으로 신라의 불교전파 과정을 들려주며, 전통가옥체험관(한옥 펜션)에서는 숙박을 할 수 있다. 이 외에 사찰 음식으로 한 끼 식사를 할 수 있는 사찰음식 체험도 가능하다. 마치 신라시대로 거슬러 올라간 것 같은 신라불교초전지는 체험학습 코스와 삼사순례 코스로 유명하다.",Accommodation
지역 미상,세부 지역 미상,증평민속체험박물관,https://data.visitkorea.or.kr/page/2680591,"둔덕마을에는 우리의 고유한 전통문화를 보고 느끼고 체험할 수 있는 증평민속체험박물관이 있다. 넓은 잔디를 중심으로 두레관이 먼저 보이고 그 뒤로 문화체험관, 향토자료관, 공예체험장, 한옥체험장 등이 자리한다. 두레관은 증평의 전래 민속놀이인 ‘장뜰두레놀이(농사와 관련된 노동요를 풍장과 함께 구성한 놀이)’를 주제로 꾸며졌다. 고된 농사일을 놀이로 승화해낸 우리 선조들의 멋과 흥을 느껴볼 수 있는 흥미로운 공간이다. 단체 요청이 있으면 수시로 두레놀이 공연이 펼쳐진다. 문화체험관에서는 세계 각국의 인형과 대장간 전시가, 향토자료관에서는 농경문화와 증평의 역사에 관한 전시가 이뤄진다. 한옥체험관은 단순히 보는 데서 그치지 않고 실제 들어가 볼 수 있는 공간이 많아 제대로 된 체험이 가능하다. 대장간체험, 먹거리체험, 목공예체험, 도자기체험, 공예체험 등 아이들이 흥미를 느낄 만한 체험거리가 가득하다.",Leisure
전라남도,세부 지역 미상,청염당,https://data.visitkorea.or.kr/page/2680827,"전남 보성군 복내면 청염당은 한옥 숙박 체험을 진행한다. 복내면은 수려한 풍경으로 유명한데, 청염당 앞으로 복내천과 보성강이 흐르고 이들이 모여 주암호를 이룬다. 비봉산 기슭의 청염당 마당에서는 비옥한 땅과 강이 만든 풍경이 파노라마로 펼쳐진다. 청염당은 전통 한옥 고유의 장점을 살리면서 단점은 보완한 현대식 한옥이다. 유압으로 누른 황토 벽돌을 이중으로 쌓아 난방효율을 높인 것이 한 예다. 또 하나, 화장실을 외부에 설치해 약재를 이용한 족욕과 사우나를 할 수 있도록 했다. 객실은 청실과 홍실 두 가지로 기준인원은 2인이지만 최대 3인까지 쓸 수 있다. 청염당의 뜻은 ‘푸른색을 염색하는 집’이다. 이름처럼 이곳에서는 천연염색을 체험할 수 있다. 청염당 주인 황수환 향토명품 장인은 천연염색의 대가로, 쪽 염색을 전문으로 한다. 직접 농사지은 쪽 염료만을 사용하는 곳은 이곳이 유일하다. 손수건, 스카프, 쿠션, 티셔츠 등의 천연염색 체험비는 1만 원부터 시작한다. 청염당에는 황수환 장인의 작품전시실이 있어 관람하는 재미도 쏠쏠하다. 예약은 전화(061-853-5456, 010-4157-4546)로만 받는다.",Leisure
경기도,이천시,산수유사랑채,https://data.visitkorea.or.kr/page/2680818,"산수유사랑채는 2층으로 지어진 한옥으로 복합문화공간이다. 경기도 이천 백사산수유영농조합법인에서 운영한다. 2015년 준공하고 본격적으로 숙박업을 시작했다. 복합문화공간인 만큼 숙박도 가능하지만 체험 프로그램도 진행한다. 객실은 2층에 4개 있고, 1층에는 워크숍이 가능한 식당 겸 강당이 2개 있다. 한옥 앞에 ‘배꽃 마당’이라 이름 붙인 나무 덱으로 된 작은 마당이 있다. 이곳에서 전통 혼례나 공연 등 행사를 열기도 한다. 누마루는 산수유사랑채를 지으면서 가장 신경을 쓴 곳이다. 사방의 문을 들어서 올리면 완전히 개방되는 구조로 누마루에 가만히 앉아 있으면 솔솔 부는 바람에 기분도 좋아진다. 2019년 문화체육관광부 공모사업인 전통한옥브랜드화 사업에 ‘꽃차가 있는 누마루’가 선정되었다.",Festival
전라남도,청도시,소리터,https://data.visitkorea.or.kr/page/2680781,"전남 영암 구림마을 안에 있는 한옥 숙소다. 한옥에 어울리는 여러 체험 중 국악에 특화된 활동으로 2020년 전통한옥 브랜드화공모사업에 선정됐다. 구림마을은 풍수지리사상에 따른 호남 3대 명촌(名村)의 하나로, 마을 풍경이 수려하다. 특히 소리터 앞마당에서 바라보는 월출산 모습이 위풍당당하다. 소리터는 안채와 대문간 두 채의 한옥으로 이뤄져 있고, 그 사이에 1157㎡(350평)의 푸른 잔디마당이 펼쳐져 있다. 현대식 한옥으로 기둥은 모두 단단한 가죽나무를 사용해 갈라짐 없이 튼튼하고, 다른 재료도 상품만을 고집했다. 방바닥에는 유명한 해남 황산의 옥을 깔았다. 옥돌방에서 하룻밤 머물면 이튿날 아침이 개운하다. 주인이 머무는 안채를 객실로 내준다. 거실과 침대방, 최대 8인까지 사용할 수 있다. 33㎡(10평) 크기의 2층 다락은 누구나 올라 책을 읽으며 쉴 수 있다. 구들장을 놓은 대문간은 군불을 지펴 찜질방으로 쓴다. 숙박객은 무료로 이용할 수 있다. 넓은 마당에서는 바비큐 파티가 가능하고, 원할 경우 소리터에 비치된 텐트를 쳐 준다. 소리터 주인이 국악에 조예가 깊은 국악인이라 이곳에서는 제대로 된 국악 체험이 가능하다. 국악을 체험하기 위해 찾는 이도 적지 않다. 장구, 꽹과리, 북 등 악기 배우기나 판소리 한 가락 배우기, 춤 배우기 등을 진행한다. 숙박료 외에 한 팀당 10만~15만 원의 체험비가 들고, 반드시 예약해야 한다. 국악 공연도 감상할 수 있는데, 올해는 주말마다 공연이 열린다. 별도의 단독 공연 요청도 가능하다.",Accommodation
지역 미상,여주시,고선재,https://data.visitkorea.or.kr/page/2681174,"고선재는 1861년에 지어져, 대대로 마을 사람들에게 선을 베푸는 곳으로 덕망이 자자했습니다. ‘선을 많이 베푸는 집’이라는 그 의미를 닮아, 마음을 따뜻하게 다독여주는 곳입니다. 아기자기한 매력의 안마당 고은리를 방문하면 마을 어귀의 고목에 한 번, 고선재를 둘러보며 또 한 번 감탄이 나옵니다. 대문으로 들어서면 진한 고택의 향이 풍기고, 아담한 안마당이 등장합니다. 안마당은 ‘고선재 찻집’을 찾은 손님을 위한 테이블이 자리해 있습니다. 안채와 사랑채를 둘러보기도 전에 이미 반해버릴 만큼 아기자기한 공간입니다. 감성이 차오르는 안채와 사랑채 안채는 정면 5칸, 측면 3칸의 팔작지붕으로 구성되고, 객실이 마련되어 있습니다. 객실의 고가구는 짧게는 40년, 길게는 150년의 세월을 담고 있습니다. 고즈넉한 분위기와 대조되는 푹신한 침대는 손님이 편안하게 쉴 수 있도록 배려한 것입니다. 1930년대에 지어진 사랑채는 대청마루 전면이 유리로 되어 있습니다. 길게 뻗은 대청을 따라 걸으며, 유리 너머의 풍경을 바라보면 마음 속 감성이 가득 차오를 것입니다. 사랑채는 사랑방, 건넌방, 대청으로 구성되어 있고, 손님이 없을 때는 방문자도 출입할 수 있습니다. 다시 찾는 이가 많은 고선재 고선재는 그리운 할머니 집에 놀러 온 듯 정겹고 집안 곳곳 사람의 손길이 닿아 있는 공간입니다. 고택의 고풍스러움 뿐 아니라 멋스러움까지 겸비하여, 찾는 이의 발길을 또다시 향하게 만듭니다. 시간을 따라 멋지게 나이 들어가는 고선재에서의 하룻밤은 각별한 인상을 남기기에 충분합니다. ✚ 고선재 찻집 고선재 찻집은 매스컴에도 여러 번 소개되고, 방문했던 사람들 모두 마음 속에 꼭 저장해 가는 곳입니다. 특별한 점은 고택 전체를 찻집으로 이용할 수 있어, 숙박하는 사람이 없는 날이면 마음에 드는 공간을 찾아 차 한 잔을 즐길 수 있습니다.",Place
강원특별자치도,홍천시,예향,https://data.visitkorea.or.kr/page/2683032,"강원도 홍천에 위치한 예향 산으로 둘러싸여 조용하고, 앞으로는 맑은 천이 흐르고 있어 경치가 좋다. 마당에는 잔디를 깔아 놓았다. 한옥은 모두 6채가 있는데, 집주인이 화천 한옥학교의 대목수 과정을 수료한 후 직접 지었다. 현대식 한옥이지만 전통의 멋을 살리기 위해 노력했다. 가마에서 구운 기와와 국내산 육송을 대부분 사용했고, 층고를 높여 여름에 에어컨 없어도 시원하다. 예향 1관만 단층 한옥이고, 나머지는 모두 내부 계단으로 연결된 2층 한옥이다. 한옥의 규모가 커 수련회나 세미나 등 단체 행사에 적합하다. 6관 독채 사용 시 40명까지, 3관과 4관은 각각 80명까지 수용할 수 있다. 1관, 2관, 6관 세 채를 모두 사용하면 최대 150명까지 수용 가능하다. 단체 식사는 협의하에 제공한다. 단체 예약과는 별도로 개별 예약도 진행한다. 3관은 4인 기준 가족이 머물 수 있는 객실 4개가 있다. 공동욕실을 이용해야 하고, 주방이 따로 없다. 그릴과 밥, 김치를 제공하는 바비큐 세트(유료)를 주문해 바비큐를 즐길 수 있다.",Festival
전라남도,영양시,자연스토리,https://data.visitkorea.or.kr/page/2621263,"전남 해남군 자연스토리는 무선동 한옥마을 내에 위치한 한옥 민박집이다. 무선동 한옥마을은 해남읍에서 5km 정도 떨어진 두륜산 끝자락에 안겨 있다. 마을이 조성된 지 30여 년 되었고 현재 10여 가구가 한옥 민박업을 운영하며 우리나라의 전통을 소개한다. 그중 자연스토리는 문화체육관광부가 주관한 2020년 전통한옥 브랜드화공모사업에 2년 연속 선정된 바 있다. 2년 연속 꼽힌 이유는 자연스토리만의 독특한 체험 프로그램 때문이다. 자연스토리는 자연과 역사를 접목한 특별한 체험 프로그램을 운영하는데, 자연 요리와 역사 요리 만들기, 음식 명상 등이다. 이 외에도 고무신을 가지고 꾸며보는 아트 체험과 다도 체험을 운영 중이다. 숙박 예약 시 전화문의하면 된다. 자연스토리의 객실은 동백꽃, 수성동, 비자림, 왕벚나무, 공룡발자국, 해오름터 등 모두 6개다. 전체를 단독으로 대관할 수도 있다. 방마다 샤워 가능한 화장실이 있지만, 별도로 조리가 가능한 주방이 딸린 방은 공룡발자국과 왕벚나무 두 객실뿐이다. 공용주방이 따로 있어 이용할 수 있다. 2만 원을 내면 고기를 구울 수 있는 그릴과 숯을 준비해준다. 조식은 영양죽이나 한식 중 선택해서 주문할 수 있는데 1인당 1만 원을 받는다. 두륜산 끝자락에 위치해 마을 경치가 좋고, 인근의 대흥사, 윤선도 관광지 등이 연계 관광지로 각광 받는다.",Restaurant
전라남도,세부 지역 미상,사슴이랑배랑농원,https://data.visitkorea.or.kr/page/2621282,"전남 함평군의 ‘사슴이랑배랑농원 한옥펜션’은 같은 이름의 농원에서 운영한다. 농원 가운데 황토를 바른 전통 한랑 배랑 농원은 사슴농장 33만580㎡(10만 평), 배밭 4만9600㎡(1만5000평) 규모로 사슴뿐만 아니라 말, 닭, 염소, 거위 등을 키우고 있어 자연스럽게 동물과 교감할 수 있다. 마당에 매어놓은 아기 사슴을 만나보는 것도 이곳에서는 예삿일이다. 농장을 산책하다 만난 사슴과 말에게 먹이를 주는 경험도 해볼 수 있다. 특히 이곳은 농촌 교육 농옥이 자리해 온전한 팜스테이를 경험할 수 있다. 한옥 주변으로 옛 시골 생활을 느껴볼 수 있는 생활소품이 많다. 가마솥이 걸린 아궁이에서는 군불 때는 체험이 가능하고 화로와 맷돌 등도 직접 만져보고 사용할 수 있다. 한옥펜션은 객실 3개와 주방, 화장실을 두루 갖춘 원룸 구조라 이용하는 데 편리하며 하루 한 팀만 머물 수 있다. 사슴이장을 겸하고 있어 사계절 다양한 체험 프로그램을 운영한다. 투호, 제기차기, 윷놀이 등 전통놀이와 동물 먹이주기는 무료로 할 수 있다. 제철 과일로 만드는 아이스크림과 배를 이용한 요리 체험, 도자기 만들기 체험 등은 1인 1만 원의 비용으로 가능하다. 계절별 체험으로 봄 배꽃 솎기, 여름 매실과 킹베리 따기, 가을 배와 감 따기, 겨울 눈썰매 체험이 있어 아이와 체험학습 삼아 방문하기 좋다. 별도의 예약 시스템이 없고, 전화 예약(010-3642-7069)만 받는다.",Accommodation
경상북도,안동시,수졸당,https://data.visitkorea.or.kr/page/2599504,"1970년대 안동댐이 완공되면서 수몰 위기에 놓인 수졸당은 지금의 자리로 옮기며 일부 모습이 달라졌다. 주변의 자연을 해치지 않고 조화롭게 공존하기 위함이었다. * 17세기에 지어진 본채 수졸당은 본채, 정자, 재사(별채), 사당으로 이루어져 있다. 17세기에 지어진 것으로 추정된 본채는 수졸당을 지을 당시 그 자리에 있던 싸리나무를 베어 대들보로 만들었다고 하는데, 다른 고택과 비교했을 때 크고 웅장하다는 특징이 있다. 18세기에 지어진 재사(별채)는 숙소로 운영되는 공간인데, 건립 당시의 평면구조와 구조양식의 변화 없이 옛 양식을 잘 보존하고 있어 그 의미가 크다. * 정갈하게 정돈된 객실 ‘ㅁ’ 자형 구조의 별채에는 4개의 객실인 선행실, 가언실, 명심실, 입교실이 있으며, 2~4인실로 운영된다. 건물 외부를 보면 세월의 흔적이 느껴지는 데 반해 내부 객실은 정갈하게 정돈되어 있다. 방문을 열면 보이는 대청마루에서 휴식을 취하면 고택 특유의 웅장함을 느낄 수 있다. * 만수무강을 기원하는 안동 건진국수 수졸당의 매력을 온전히 느낄 수 있는 방법은 하룻밤을 보내면서 이곳에서만 맛볼 수 있는 특별한 음식을 먹는 것이다. 가장 유명한 음식은 안동 건진국수인데, 과거 양반가에서 여름철 손님 접대에 많이 올리던 음식이다. 고소하고 담백한 맛이 특징이며, 만수무강을 기원하는 음식이라는 뜻도 가지고 있다. * 수졸당과 역사 여행 수졸당은 안동에서 태어난 퇴계 이황 선생과 연이 닿은 공간으로, 그의 셋째 손자인 동암 이영도가 분가하여 세를 준 집이다. 수졸당 인근에는 퇴계 선생의 묘소와 이육사 문학관, 도산서원 등 역사적 의미가 깊은 명소들이 있다.",Accommodation
대구광역시,대구시,한옥게스트하우스 '安',https://data.visitkorea.or.kr/page/2695757,"대구광역시 중구 동인동에 위치한 신축 한옥 게스트 하우스로 교통이 편리하고 김광석 거리, 별별 상상 칠성 야시장, 동성로 등 도보거리에 볼거리와 먹거리가 풍부하다.",Accommodation
서울특별시,세부 지역 미상,덕선재,https://data.visitkorea.or.kr/page/2695752,"덕선재는 서울 은평구 삼각산 자락 은평한옥마을에 위치한 한옥스테이로, 북한산 스카이라인과 한옥 특유의 건축선이 조화를 이룬다. 특히 덕선재 2층에서 바라본 북한산과 생태공원 전경은 한 폭의 예술작품이다. 1층은 주인가족과 공유하고, 2층 객실은 거실과 방 1개, 화장실로 구성된다. 웰컴푸드와 조식이 제공된다.",Place
충청남도,홍성시,예당큰집,https://data.visitkorea.or.kr/page/2695660,"충청남도 홍성군 장곡면에 위치한 예당큰집은 고고하고 단아한 자태를 지난 고택을 계량해서 황토로 만든 자연친화적 공간으로 건강한 하룻밤을 선사한다. 예당큰집에서 운영하는 한국식기박물관에서 전통 문화재를 관람할 수 있고, 전통 한식당에서는 정성스레 키운 농산물로 몸과 마음이 건강해지는 한식을 제공한다.",Restaurant
지역 미상,세부 지역 미상,자함헌,https://data.visitkorea.or.kr/page/2695723,자함헌은 북한산이 병충처럼 둘러싸고 있는 은평 한옥 마을 한편에 자리를 잡고 있다.,Place
지역 미상,세부 지역 미상,효자스테이,https://data.visitkorea.or.kr/page/2695730,"효자 스테이는 경복궁 인근 주택가에 조용히 자리하고 있는 한옥이다. 아침에는 환한 햇살이 중정에 내리쬐고, 비가 오는 날이면 가만히 빗소리를 듣기 좋은 집이다.",Place
전라북도,세부 지역 미상,대성 정담한옥,https://data.visitkorea.or.kr/page/2695742,"전주 대성동 조그만 시골마을에 위치한 대성 정담한옥은 독채&가족 펜션이다. 복층구조로 1층에는 방, 화장실, 거실, 부엌이, 2층에는 넓은 방과 다락이 있다. 각종 주방도구 등이 구비되어 있고, 별도의 바비큐장도 있어 솥뚜껑 바비큐를 즐기기에도 좋다. 노래방 기계, 윷놀이, 제기차기, 배드민턴 등 다양한 즐길거리도 많다. 인근에 전주 한옥마을과 고산자연휴양림, 송광사 등이 있다.",Accommodation
서울특별시,세부 지역 미상,제이한옥,https://data.visitkorea.or.kr/page/2587214,서울 북촌에 위치한 현대식 한옥 숙소이다. 아늑하고 포근한 낮과 프라빗하고 시크한 밤의 반전 매력이 있는 즐겁고(禔) 편안한(利) 현대식 한옥이다.,Accommodation
지역 미상,세부 지역 미상,한옥 201,https://data.visitkorea.or.kr/page/2696383,북촌 한옥마을 초입에 있는 시골 외가집같은 소박한 느낌의 한옥입니다.,Place
지역 미상,세부 지역 미상,낙안재,https://data.visitkorea.or.kr/page/2696256,"낙안재는 1978년에 지은 한옥을 리모델링하여 전통한옥의 미와 현대적인 감각이 어우러진 한옥 게스트하우스이다. 황리단길 바로 옆에 위치해 있으며 대릉원, 첨성대 및 동궁과 월지 등 주변관광지도 도보로 이동이 가능하다.",Accommodation
경상북도,안동시,묵계종택,https://data.visitkorea.or.kr/page/2696647,"보백당종택은 경상북도 안동시 길안면 묵계리에 위치해 있다. 마을 입구에 들어서 계명산 남서쪽 끝자락 언덕 위에 위치한 고즈넉한 한옥이다. 리모델링을 통해 고택의 불편한 점을 개선했다. 작은 갤러리, 마당 정원 등 전통과 운치를 느낄 수 있다. 카페 만휴정에서 1인당 아메리카노 무료제공, 만휴정 무료 입, 유생복 체험 무료 혜택을 제공하고 있다.",Restaurant
경상북도,안동시,풍송재,https://data.visitkorea.or.kr/page/2620380,"경북 안동 한옥마을에 위치한 풍송재는 봉화의 질 좋은 육송으로 지어진 한옥스테이다. 전통미는 살리면서도 객실마다 화장실을 두어 편의성을 높였다. 대문을 열고 들어가면 푸른 잔디마당이 펼쳐져 있고, 풍송재의 핵심 공간 누마루에서는 고풍스러운 한옥 건물과 담장 너머로 쭉 뻗은 소나무 숲이 한눈에 감상할 수 있다. 객실은 총 3개로 사랑방과 송실, 그리고 취사가 가능한 풍실로 구성되어 있다. 인근에 하회마을과 병산서원이 있다.",Place
서울특별시,세부 지역 미상,소담스테이,https://data.visitkorea.or.kr/page/2696312,"소담스테이는 서울시에서 인증한 클린존(방역안심시설)으로 정기적으로 방역을 실시하고 있다. 공덕동 소담길 인근 주택가에 조용히 자리하고 있는 한옥인 소담스테이는 아침에는 환한 햇살이 마당에 내리쬐고, 비가 오는 날이ㅁs 가만히 빗소리를 듣기 좋은 집이다.",Place
충청남도,공주시,공주공산성게스트 하우스,https://data.visitkorea.or.kr/page/2696271,"공주공산성게스트하우스는 공주의 공산성에 위치해있다. 공산성 야경이 아름다운 한옥 게스트하우스이다. 전통한옥의 객실로 전통창으로 설계되었다. 간단한 조식서비스가 제공된다. 세계 문화유산 공산성, 마곡사, 석장리박물관 등 주변에 다양한 명소가 있다.",Accommodation
경기도,세부 지역 미상,토박이숙박,https://data.visitkorea.or.kr/page/2696528,"토박이 숙박은 남부시장야시장, 전동성당, 경기전이 5분 거리에 있어편리하고 쾌적한곳에 위치해 있다. 전주시 모범 업소에 등록 되어있다.",Shopping
충청남도,세부 지역 미상,하서원,https://data.visitkorea.or.kr/page/2697287,충남 외암 민속마을 내에 위치한 하서원은 먼저 운영중이던 주부댁과 함께 넓은 마당과 고즈넉한 여유를 자랑하는 체험살이 민박으로써 단체모임이나 가족여행 또는 워크샵 등 다양한 모임자리와 특별한 추억거리를 찾는 분들게 답이 되어드리고 있다. 외암민속마을에서는 지붕형태를 블록별로 나누어 기와형과 초가형으로 나누어져 다양한 한옥의 형태를 경험할 수 있으며 전통방식의 건축양식을 갖춘 유서깊은 고택이지만 현대식 주방과 욕실을 갖추어 사용에 불편함을 최소화하였다.,Leisure
지역 미상,세부 지역 미상,주실고택,https://data.visitkorea.or.kr/page/2600498,주실고택은 낮은 담장에 꽃과 풀이 어우러진 멋스러운 기와집이다.,Place
지역 미상,세부 지역 미상,목재고택,https://data.visitkorea.or.kr/page/2598297,"조선후기의 문신인 목재 이만유의 옛집으로 영해부사를 역임하였기에 택호를 ‘영감댁’이라 하였다. 이황의 후손으로 철종 9년(1858년) 식년시에 급제한후 승지, 영해부사, 사간원 대사간 등을 역임하였다. 건물구조는 ‘ㄱ’ 자형의 안채와 ‘ㄴ’자형의 사랑채가 결합되어 서쪽과 동쪽에 문이 있으며 주문은 동쪽에 있다. 솟을대문을 겸한 행랑채가 있었으나, 수몰로 유실되었다. 현재는 이육사 선생님의 고명따님인 이옥비 여사가 살고 계신다.",Place
지역 미상,파주시,가람나무,https://data.visitkorea.or.kr/page/2627867,"흙, 나무, 돌, 그리고 강바람으로 지은 집. 펜션의 이름이 가람나무인 이유는 펜션 앞에 임진강이 흐르고 나무 향이 가득한 집이기 때문이다. 가람나무펜션은 파주시 송촌동에 위치해 있다. 행정 주소가 바뀌기 전에는 ‘파주시 교하읍 송촌리’로 불리었는데 ‘교하’라는 이름은 한강과 임진강이 만난다고 하여 붙여졌다고 한다. 과거 행정 명을 통해서도 알 수 있듯이 펜션 앞으로 임진강이 흐르고 있고 그 임진강을 따라 통일의 염원을 담고 있는 자유로가 나 있다.",Accommodation
지역 미상,세부 지역 미상,혜간헌,https://data.visitkorea.or.kr/page/2699328,"혜간헌은 고요하게 잠들어 있던 작은 한옥을 현대적인 감각으로 꾸며, 오직 한 사람만을 위한 공간을 만들었다. 어지럽고 바쁘게 움직이는 세상 속에서 작지만 아늑하고, 포근한 이곳에서 잠시 스스로를 위한 시간을 누릴 수 있다. 100m NAVER © NAVER Corp.",Place
지역 미상,세부 지역 미상,한옥펜션 나비의 꿈,https://data.visitkorea.or.kr/page/2698914,"한옥펜션 나비의 꿈은 현대식 한옥스테이다. 전통의 한옥 생활을 느낄 수 있는 온돌방과 한옥을 온전히 다 느낄 수 있는 독채 등 다양한 타입의 객실을 운영하고 있다. 객실에 주방과 개별 바비큐장이 있다. 주변에 직소폭포, 내소사, 변산반도국립공원, 채석강등이 위치하고 있다.",Accommodation
지역 미상,세부 지역 미상,월출산 청풍명월,https://data.visitkorea.or.kr/page/2699326,"월출산 청풍명월 한옥 독채 펜션은 한국의 전통과 문화가 깃들어 있는 영암에서, 많은 사람들에게 한옥의 멋과 전통문화를 알리려는 목적에서 계획하게 되었다.",Accommodation
지역 미상,세부 지역 미상,송담 고택,https://data.visitkorea.or.kr/page/2620182,"병자호란 때 강화 성립에 공을 세웠고 북방에서 몽골 병의 약탈이 심하자 이를 토벌하다 전사한 조선 중기 무신 송담 선생의 집을 숙소로 사용 중인 곳이다. 거실, 큰방, 안방, 대청, 사랑방, 주방과 욕실, 안채로 구성되어있다. 숙소 앞에 호수가 있어 배산임수의 형태를 띠고 있다. 대청에서 숙소 앞에 있는 호수가 보인다. 이 곳에서 전통 혼례나 돌잔치를 할 수 있다.",Accommodation
지역 미상,의성시,은혜당,https://data.visitkorea.or.kr/page/2699354,"은혜당은 ㄱ,ㄴ이 합쳐진 ㅁ자형인 전통한옥인 고택을 레노베이션하여 현대적 감각과 편의성을 살려 불편함이 없는 한옥으로 만들어 운영하고 있다.",Place
경기도,세부 지역 미상,백년한옥,https://data.visitkorea.or.kr/page/2587036,"백년한옥은 100년된 고택으로 전 객실 황토 벽으로 되어있어 전통 한옥의 미를 느낄 수 있다. 한옥마을 바로 앞(도보 2분)에 있어서 전용주차장에 주차가 가능하고 편리하고 걸어서 관광이 가능한 벽화마을, 경기전, 오목대, 전동성당 등 거리적 장점이 있다. 백 년 된 한옥을 체험해보고싶다면 체험 해보는걸 추천한다.",Leisure
지역 미상,세부 지역 미상,전통문화체험장,https://data.visitkorea.or.kr/page/2583187,"완주 전통문화체험장은 전통문화를 계승하고 보전하여 전통문화 보급·확산을 위한 공간으로 완주군 문화시설이다. 현재 안채, 사랑채, 행랑채 한옥 3개동을 조성하여 운영 중으로, 전통한옥 체험, 전통놀이 체험 등 전통문화를 체험하는 공간이다. 전통문화체험장 주변에는 만경강생태공원, 대둔산 도립공원, 고산 자연휴양림, 대아호, 대아수목원, 위봉사, 창포마을 등 뛰어난 풍광을 자랑하는 관광 명소가 인근에 다수 위치하여 편안한 휴식과 여행을 즐길 수 있다.",Leisure
서울특별시,세부 지역 미상,한옥 게스트하우스 동촌재,https://data.visitkorea.or.kr/page/2699340,한옥 게스트하우스 동촌재는 서울 종로구 통인동에 위치하고 있다.,Accommodation
지역 미상,영양시,병암고택,https://data.visitkorea.or.kr/page/2620413,"병암고택은 영양버스정류장에서 차로 약 15분 거리에 위치해 있다. 주변 관광지로는 조지훈 문학관이 차로 35분 거리에, 검마산자연휴양림이 약 55분 거리에 있으며, 일월산까지는 차로 약 1시간이 소요된다. 또한 구내 주차장, 턴다운 서비스 등도 이용할 수 있다. 각 객실에는 에어컨이 완비되어 있고 냉장고, 커피/차 메이커가 있다. 객실 내에 욕실이 갖춰져 있다. 객실 내에 TV와 에어컨이 설치되어 있다.",Place
경기도,세부 지역 미상,명문가,https://data.visitkorea.or.kr/page/2697379,"명문가는 전주 한옥마을 오목대 아래 위치해 있으며 전통한옥의 푸근함과 현대식 공간의 쾌적함을 조화롭게 느낄 수 있는 한옥집이다. 머무는 동안 불편하지 않도록 외풍과 소음을 보완하였으며 고급 침구류 및 Wi-Fi, 개별욕실 등을 구비하고 있다. 또한, 명문가는 전주 한옥마을의 명소인 오목대, 경기전, 전동성당, 풍남문 등과 근거리에 위치하여 전주의 볼거리를 보다 편리하게 만나볼 수 있다.",Place
